f0020-07-u.cnf,1.8118003999999996,81.7
f0020-01-s.cnf,0.003699800000000408,84.0
f0040-07-s.cnf,0.027614300000000112,168.0
f0040-01-u.cnf,3.617506800000001,164.3
f0040-03-u.cnf,3.6559353999999984,164.3
f0040-05-s.cnf,0.009365200000002006,168.0
f0020-03-s.cnf,0.0008477000000041812,84.0
f0020-05-u.cnf,1.7712323000000012,81.7
f0020-07-s.cnf,0.0004062999999987937,84.0
f0020-01-u.cnf,1.7871582999999986,80.7
f0040-07-u.cnf,3.4796334000000018,165.3
f0040-01-s.cnf,0.00635040000000231,168.0
f0040-03-s.cnf,0.007894600000003037,168.0
f0040-05-u.cnf,3.538450000000003,163.9
f0020-03-u.cnf,1.8159796999999998,82.4
f0020-05-s.cnf,0.0008280000000070231,84.0
f0040-04-s.cnf,0.005835700000000088,168.0
f0040-02-u.cnf,3.6831504000000024,164.7
f0020-04-u.cnf,1.8366784999999908,82.8
f0020-02-s.cnf,0.0002835999999945216,84.0
f0020-06-u.cnf,1.779871700000001,82.2
f0040-06-s.cnf,0.004319500000008247,168.0
f0040-04-u.cnf,3.507064399999996,165.6
f0040-02-s.cnf,0.011002600000011853,168.0
f0020-04-s.cnf,0.0028108999999972182,84.0
f0020-02-u.cnf,1.8354287999999883,81.1
f0020-06-s.cnf,0.001500100000009752,84.0
f0040-06-u.cnf,3.5410814000000075,165.5
f0020-08-s.cnf,0.0017307000000016614,84.0
f0040-08-u.cnf,3.508622600000007,164.8
f0020-08-u.cnf,1.82029500000001,81.7
f0040-08-s.cnf,0.013731100000006791,168.0
